#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
 117900      2.08e-01    2.16e-01      1.34e-03    1.41e-03      3.39e-02    3.53e-02    3.7e-05
 118000      2.37e-01    1.95e-01      8.01e-04    1.04e-03      3.86e-02    3.18e-02    3.7e-05
 118100      2.43e-01    2.13e-01      2.79e-03    1.31e-03      3.95e-02    3.47e-02    3.7e-05
 118200      2.58e-01    1.90e-01      3.63e-03    1.84e-03      4.17e-02    3.08e-02    3.7e-05
 118300      2.34e-01    1.94e-01      1.85e-03    1.29e-03      3.80e-02    3.16e-02    3.7e-05
 118400      2.24e-01    2.09e-01      4.01e-04    7.12e-04      3.66e-02    3.41e-02    3.7e-05
 118500      2.45e-01    1.85e-01      9.32e-04    1.42e-03      4.00e-02    3.02e-02    3.7e-05
 118600      2.32e-01    1.94e-01      2.31e-03    1.45e-03      3.76e-02    3.15e-02    3.7e-05
 118700      2.14e-01    1.82e-01      6.74e-04    1.37e-03      3.49e-02    2.97e-02    3.7e-05
 118800      2.15e-01    2.12e-01      2.01e-03    1.21e-03      3.49e-02    3.45e-02    3.7e-05
 118900      2.40e-01    2.17e-01      9.63e-04    7.73e-04      3.91e-02    3.55e-02    3.7e-05
 119000      2.33e-01    2.32e-01      1.51e-03    1.02e-03      3.80e-02    3.78e-02    3.7e-05
 119100      2.25e-01    2.09e-01      3.31e-04    1.02e-03      3.67e-02    3.41e-02    3.7e-05
 119200      2.36e-01    2.19e-01      1.99e-03    1.04e-03      3.83e-02    3.57e-02    3.7e-05
 119300      2.16e-01    2.10e-01      3.47e-04    1.09e-03      3.53e-02    3.42e-02    3.7e-05
 119400      2.45e-01    2.12e-01      1.54e-03    1.90e-03      4.00e-02    3.45e-02    3.7e-05
 119500      2.13e-01    1.96e-01      5.31e-04    1.12e-03      3.47e-02    3.19e-02    3.7e-05
 119600      2.23e-01    2.65e-01      1.40e-03    8.92e-04      3.63e-02    4.33e-02    3.7e-05
 119700      2.46e-01    2.44e-01      8.71e-04    3.82e-04      4.01e-02    3.98e-02    3.7e-05
 119800      2.25e-01    2.01e-01      3.20e-03    2.59e-03      3.64e-02    3.26e-02    3.7e-05
 119900      2.21e-01    2.39e-01      1.22e-03    1.72e-04      3.60e-02    3.90e-02    3.7e-05
 120000      2.23e-01    1.84e-01      1.54e-03    4.89e-04      3.89e-02    3.23e-02    3.2e-05
 120100      2.12e-01    1.99e-01      1.34e-03    5.35e-04      3.71e-02    3.48e-02    3.2e-05
 120200      2.44e-01    1.94e-01      6.17e-04    2.63e-04      4.27e-02    3.40e-02    3.2e-05
 120300      2.29e-01    2.04e-01      9.47e-04    3.89e-04      4.01e-02    3.58e-02    3.2e-05
 120400      2.09e-01    1.89e-01      2.50e-03    2.43e-03      3.64e-02    3.29e-02    3.2e-05
 120500      1.78e-01    2.58e-01      1.97e-04    8.60e-04      3.12e-02    4.52e-02    3.2e-05
 120600      2.03e-01    2.09e-01      6.22e-04    1.27e-03      3.55e-02    3.66e-02    3.2e-05
 120700      2.34e-01    1.99e-01      1.81e-03    2.31e-03      4.08e-02    3.47e-02    3.2e-05
 120800      2.14e-01    2.28e-01      7.85e-04    8.18e-04      3.75e-02    3.98e-02    3.2e-05
 120900      2.10e-01    1.98e-01      7.34e-04    5.98e-04      3.67e-02    3.47e-02    3.2e-05
 121000      2.19e-01    2.12e-01      3.26e-04    1.21e-03      3.83e-02    3.70e-02    3.2e-05
 121100      2.15e-01    1.68e-01      6.17e-04    7.76e-04      3.76e-02    2.94e-02    3.2e-05
 121200      2.15e-01    1.95e-01      2.21e-04    3.39e-04      3.76e-02    3.42e-02    3.2e-05
 121300      2.66e-01    1.84e-01      3.28e-03    3.02e-03      4.62e-02    3.18e-02    3.2e-05
 121400      2.44e-01    1.76e-01      1.43e-03    2.60e-03      4.27e-02    3.05e-02    3.2e-05
 121500      2.41e-01    1.84e-01      7.59e-04    5.14e-04      4.23e-02    3.22e-02    3.2e-05
 121600      2.46e-01    2.12e-01      1.77e-03    1.68e-03      4.30e-02    3.70e-02    3.2e-05
 121700      2.30e-01    2.03e-01      8.99e-04    4.47e-04      4.03e-02    3.55e-02    3.2e-05
 121800      2.25e-01    2.27e-01      1.72e-03    1.75e-03      3.93e-02    3.96e-02    3.2e-05
 121900      2.07e-01    2.04e-01      8.39e-04    8.83e-04      3.61e-02    3.57e-02    3.2e-05
 122000      2.34e-01    1.90e-01      5.23e-04    8.47e-04      4.10e-02    3.32e-02    3.2e-05
 122100      2.13e-01    1.90e-01      2.52e-04    8.45e-05      3.74e-02    3.33e-02    3.2e-05
 122200      2.10e-01    1.91e-01      1.20e-03    8.17e-04      3.68e-02    3.34e-02    3.2e-05
 122300      2.43e-01    2.02e-01      4.43e-03    4.30e-03      4.20e-02    3.46e-02    3.2e-05
 122400      2.15e-01    1.91e-01      2.57e-04    7.52e-04      3.76e-02    3.35e-02    3.2e-05
 122500      1.69e-01    2.06e-01      2.01e-03    7.62e-04      2.94e-02    3.61e-02    3.2e-05
 122600      2.24e-01    2.10e-01      1.69e-03    1.80e-03      3.91e-02    3.66e-02    3.2e-05
 122700      2.41e-01    2.14e-01      5.45e-04    1.02e-03      4.22e-02    3.74e-02    3.2e-05
 122800      2.34e-01    2.26e-01      4.18e-03    3.67e-03      4.04e-02    3.91e-02    3.2e-05
 122900      2.14e-01    1.83e-01      3.12e-03    2.58e-03      3.70e-02    3.18e-02    3.2e-05
 123000      2.40e-01    2.00e-01      2.76e-04    9.45e-05      4.21e-02    3.50e-02    3.2e-05
 123100      2.24e-01    2.18e-01      3.21e-03    2.53e-03      3.89e-02    3.79e-02    3.2e-05
 123200      2.30e-01    1.84e-01      3.53e-04    4.54e-04      4.02e-02    3.23e-02    3.2e-05
 123300      2.05e-01    1.91e-01      2.17e-03    1.13e-03      3.57e-02    3.33e-02    3.2e-05
 123400      2.26e-01    2.08e-01      1.42e-03    1.08e-03      3.94e-02    3.64e-02    3.2e-05
 123500      1.94e-01    2.05e-01      8.08e-04    6.77e-04      3.39e-02    3.58e-02    3.2e-05
 123600      2.27e-01    1.79e-01      2.01e-03    2.43e-03      3.97e-02    3.11e-02    3.2e-05
 123700      2.27e-01    1.97e-01      2.72e-04    1.23e-03      3.98e-02    3.45e-02    3.2e-05
 123800      2.32e-01    2.11e-01      8.99e-04    3.19e-04      4.06e-02    3.70e-02    3.2e-05
 123900      2.35e-01    2.10e-01      4.59e-04    3.17e-05      4.11e-02    3.69e-02    3.2e-05
 124000      2.14e-01    1.92e-01      6.02e-04    3.76e-04      3.74e-02    3.36e-02    3.2e-05
 124100      2.16e-01    1.78e-01      2.22e-03    2.51e-03      3.76e-02    3.09e-02    3.2e-05
 124200      2.24e-01    2.40e-01      4.08e-04    3.49e-04      3.92e-02    4.21e-02    3.2e-05
 124300      2.16e-01    1.64e-01      1.03e-03    5.15e-04      3.78e-02    2.87e-02    3.2e-05
 124400      1.99e-01    1.73e-01      4.83e-04    2.30e-04      3.49e-02    3.02e-02    3.2e-05
 124500      2.49e-01    1.85e-01      1.50e-03    9.14e-04      4.36e-02    3.24e-02    3.2e-05
 124600      2.22e-01    2.04e-01      7.51e-04    5.03e-04      3.89e-02    3.58e-02    3.2e-05
 124700      2.23e-01    2.22e-01      2.54e-03    1.41e-03      3.88e-02    3.88e-02    3.2e-05
 124800      2.33e-01    1.90e-01      6.10e-04    2.26e-04      4.07e-02    3.33e-02    3.2e-05
 124900      2.25e-01    1.97e-01      2.36e-03    1.28e-03      3.91e-02    3.45e-02    3.2e-05
 125000      1.90e-01    1.70e-01      2.93e-03    2.06e-03      3.53e-02    3.18e-02    2.7e-05
 125100      1.83e-01    1.81e-01      1.49e-03    4.14e-05      3.42e-02    3.40e-02    2.7e-05
 125200      1.87e-01    1.70e-01      1.15e-04    3.19e-05      3.52e-02    3.19e-02    2.7e-05
 125300      1.96e-01    1.90e-01      2.74e-04    5.86e-04      3.68e-02    3.57e-02    2.7e-05
 125400      2.16e-01    2.23e-01      4.48e-04    1.61e-04      4.06e-02    4.18e-02    2.7e-05
 125500      1.98e-01    1.74e-01      1.07e-03    9.07e-04      3.71e-02    3.26e-02    2.7e-05
 125600      2.16e-01    1.78e-01      1.63e-03    1.01e-03      4.04e-02    3.35e-02    2.7e-05
 125700      1.87e-01    1.83e-01      5.28e-04    4.74e-04      3.51e-02    3.43e-02    2.7e-05
 125800      2.19e-01    1.75e-01      7.97e-04    8.79e-04      4.11e-02    3.29e-02    2.7e-05
 125900      1.93e-01    1.73e-01      2.02e-03    1.51e-03      3.60e-02    3.24e-02    2.7e-05
 126000      1.90e-01    1.70e-01      3.48e-04    6.68e-05      3.57e-02    3.18e-02    2.7e-05
 126100      1.76e-01    1.76e-01      5.92e-04    3.11e-04      3.30e-02    3.31e-02    2.7e-05
 126200      2.09e-01    2.05e-01      3.27e-03    2.71e-03      3.87e-02    3.83e-02    2.7e-05
 126300      2.03e-01    1.84e-01      1.89e-04    9.03e-04      3.82e-02    3.45e-02    2.7e-05
 126400      1.95e-01    1.82e-01      6.71e-04    1.16e-03      3.66e-02    3.42e-02    2.7e-05
 126500      2.14e-01    2.10e-01      2.19e-03    2.15e-03      3.99e-02    3.92e-02    2.7e-05
 126600      1.82e-01    1.81e-01      2.04e-04    1.56e-04      3.42e-02    3.40e-02    2.7e-05
 126700      2.19e-01    1.75e-01      6.69e-04    4.85e-05      4.10e-02    3.29e-02    2.7e-05
 126800      1.84e-01    1.82e-01      4.78e-05    6.33e-04      3.45e-02    3.42e-02    2.7e-05
 126900      1.97e-01    2.01e-01      3.35e-04    5.03e-04      3.71e-02    3.78e-02    2.7e-05
 127000      2.16e-01    2.09e-01      2.01e-03    1.39e-03      4.04e-02    3.91e-02    2.7e-05
 127100      1.77e-01    2.10e-01      1.72e-03    7.54e-04      3.31e-02    3.94e-02    2.7e-05
 127200      1.98e-01    2.15e-01      2.50e-03    2.07e-03      3.68e-02    4.01e-02    2.7e-05
 127300      2.21e-01    1.97e-01      5.22e-04    4.93e-04      4.14e-02    3.69e-02    2.7e-05
 127400      2.20e-01    1.92e-01      2.21e-03    2.28e-03      4.12e-02    3.59e-02    2.7e-05
 127500      1.93e-01    1.74e-01      1.16e-03    5.03e-04      3.61e-02    3.26e-02    2.7e-05
 127600      2.23e-01    1.52e-01      1.72e-03    9.18e-04      4.17e-02    2.85e-02    2.7e-05
 127700      2.30e-01    1.98e-01      4.96e-04    2.02e-04      4.32e-02    3.71e-02    2.7e-05
 127800      1.94e-01    2.20e-01      1.36e-03    1.11e-03      3.63e-02    4.12e-02    2.7e-05
 127900      2.01e-01    1.98e-01      1.10e-03    6.44e-04      3.78e-02    3.71e-02    2.7e-05
 128000      1.97e-01    1.81e-01      1.58e-03    1.29e-03      3.68e-02    3.39e-02    2.7e-05
 128100      1.88e-01    1.84e-01      5.93e-04    5.46e-04      3.52e-02    3.45e-02    2.7e-05
 128200      1.87e-01    1.82e-01      2.28e-03    2.36e-03      3.48e-02    3.39e-02    2.7e-05
 128300      2.01e-01    1.87e-01      3.26e-03    2.04e-03      3.73e-02    3.50e-02    2.7e-05
 128400      1.97e-01    1.91e-01      8.76e-04    1.18e-03      3.69e-02    3.59e-02    2.7e-05
 128500      2.30e-01    1.83e-01      6.91e-04    5.48e-04      4.32e-02    3.44e-02    2.7e-05
 128600      2.02e-01    1.95e-01      3.67e-03    2.86e-03      3.74e-02    3.63e-02    2.7e-05
 128700      2.20e-01    1.81e-01      5.11e-04    9.33e-04      4.13e-02    3.40e-02    2.7e-05
 128800      2.23e-01    2.11e-01      3.85e-04    3.48e-04      4.18e-02    3.96e-02    2.7e-05
 128900      1.99e-01    2.03e-01      5.14e-04    7.24e-04      3.73e-02    3.81e-02    2.7e-05
 129000      1.91e-01    1.89e-01      1.18e-03    9.26e-04      3.58e-02    3.54e-02    2.7e-05
 129100      2.15e-01    2.01e-01      9.29e-04    1.49e-05      4.03e-02    3.78e-02    2.7e-05
 129200      1.87e-01    1.73e-01      3.14e-03    1.96e-03      3.47e-02    3.23e-02    2.7e-05
 129300      2.02e-01    1.74e-01      2.42e-04    8.04e-04      3.80e-02    3.27e-02    2.7e-05
 129400      2.08e-01    2.03e-01      6.43e-04    9.95e-04      3.89e-02    3.80e-02    2.7e-05
 129500      1.92e-01    1.85e-01      1.69e-03    9.83e-04      3.60e-02    3.47e-02    2.7e-05
 129600      2.02e-01    1.95e-01      9.30e-04    8.89e-05      3.80e-02    3.66e-02    2.7e-05
 129700      2.18e-01    1.88e-01      1.33e-03    1.64e-03      4.09e-02    3.51e-02    2.7e-05
 129800      1.99e-01    2.19e-01      2.51e-03    1.21e-03      3.71e-02    4.11e-02    2.7e-05
 129900      1.73e-01    1.96e-01      3.47e-04    6.07e-04      3.25e-02    3.69e-02    2.7e-05
 130000      2.25e-01    1.65e-01      1.25e-03    1.29e-03      4.51e-02    3.32e-02    2.4e-05
 130100      1.98e-01    1.54e-01      3.18e-04    6.05e-05      3.98e-02    3.09e-02    2.4e-05
 130200      1.90e-01    1.67e-01      2.81e-04    4.15e-04      3.83e-02    3.35e-02    2.4e-05
 130300      2.19e-01    1.52e-01      9.01e-04    4.85e-04      4.40e-02    3.05e-02    2.4e-05
 130400      1.96e-01    2.10e-01      5.47e-04    5.37e-04      3.95e-02    4.23e-02    2.4e-05
 130500      2.10e-01    1.69e-01      3.05e-04    8.29e-04      4.23e-02    3.40e-02    2.4e-05
 130600      1.98e-01    1.70e-01      1.70e-03    1.84e-03      3.96e-02    3.41e-02    2.4e-05
 130700      1.98e-01    2.05e-01      8.06e-04    5.02e-04      3.98e-02    4.12e-02    2.4e-05
 130800      2.16e-01    1.42e-01      1.07e-03    1.06e-03      4.33e-02    2.85e-02    2.4e-05
 130900      1.90e-01    1.79e-01      1.36e-03    8.28e-04      3.81e-02    3.59e-02    2.4e-05
 131000      1.73e-01    1.94e-01      3.36e-04    1.17e-04      3.47e-02    3.90e-02    2.4e-05
 131100      1.71e-01    1.68e-01      1.15e-03    8.46e-05      3.44e-02    3.38e-02    2.4e-05
 131200      1.67e-01    1.44e-01      3.32e-04    2.75e-04      3.36e-02    2.91e-02    2.4e-05
 131300      1.82e-01    1.61e-01      4.28e-04    4.44e-04      3.66e-02    3.25e-02    2.4e-05
 131400      1.95e-01    1.73e-01      4.33e-04    1.56e-03      3.93e-02    3.47e-02    2.4e-05
 131500      1.88e-01    1.66e-01      4.95e-04    4.75e-04      3.78e-02    3.33e-02    2.4e-05
 131600      2.16e-01    1.35e-01      4.45e-04    2.04e-04      4.35e-02    2.71e-02    2.4e-05
 131700      1.79e-01    1.56e-01      9.34e-04    9.94e-04      3.59e-02    3.14e-02    2.4e-05
 131800      1.76e-01    1.55e-01      1.61e-03    5.58e-04      3.54e-02    3.13e-02    2.4e-05
 131900      1.80e-01    1.79e-01      1.20e-03    8.59e-04      3.61e-02    3.60e-02    2.4e-05
 132000      1.85e-01    1.87e-01      7.02e-04    8.93e-05      3.72e-02    3.77e-02    2.4e-05
 132100      1.91e-01    1.82e-01      4.40e-04    1.51e-04      3.83e-02    3.67e-02    2.4e-05
 132200      1.73e-01    1.50e-01      1.90e-03    9.10e-04      3.45e-02    3.02e-02    2.4e-05
 132300      1.76e-01    1.99e-01      1.57e-03    2.54e-04      3.52e-02    4.01e-02    2.4e-05
 132400      1.85e-01    1.81e-01      3.12e-04    7.76e-05      3.73e-02    3.65e-02    2.4e-05
 132500      1.90e-01    1.80e-01      3.53e-04    7.94e-04      3.82e-02    3.63e-02    2.4e-05
 132600      2.00e-01    2.01e-01      1.07e-03    1.01e-03      4.02e-02    4.05e-02    2.4e-05
 132700      1.70e-01    1.82e-01      9.10e-04    4.89e-04      3.42e-02    3.66e-02    2.4e-05
 132800      1.76e-01    1.85e-01      1.61e-03    1.76e-03      3.54e-02    3.71e-02    2.4e-05
 132900      1.81e-01    1.50e-01      4.91e-04    1.03e-03      3.63e-02    3.02e-02    2.4e-05
 133000      1.76e-01    1.78e-01      3.43e-04    2.27e-04      3.54e-02    3.58e-02    2.4e-05
 133100      1.78e-01    1.90e-01      6.37e-04    1.16e-03      3.59e-02    3.81e-02    2.4e-05
 133200      1.96e-01    1.62e-01      9.93e-04    1.97e-04      3.93e-02    3.26e-02    2.4e-05
 133300      1.94e-01    1.75e-01      7.61e-04    2.15e-04      3.89e-02    3.51e-02    2.4e-05
 133400      1.85e-01    1.67e-01      5.47e-04    7.91e-04      3.72e-02    3.35e-02    2.4e-05
 133500      2.14e-01    2.26e-01      1.67e-03    1.22e-03      4.29e-02    4.55e-02    2.4e-05
 133600      1.82e-01    1.99e-01      1.92e-03    1.75e-03      3.65e-02    3.99e-02    2.4e-05
 133700      1.75e-01    1.70e-01      7.24e-04    5.85e-04      3.53e-02    3.43e-02    2.4e-05
 133800      1.65e-01    1.81e-01      2.05e-03    1.47e-03      3.30e-02    3.62e-02    2.4e-05
 133900      1.83e-01    1.85e-01      8.74e-04    6.08e-04      3.67e-02    3.72e-02    2.4e-05
 134000      1.85e-01    1.61e-01      6.17e-04    5.09e-04      3.72e-02    3.24e-02    2.4e-05
 134100      1.95e-01    1.44e-01      2.62e-03    2.15e-03      3.89e-02    2.87e-02    2.4e-05
 134200      1.79e-01    2.14e-01      1.67e-04    2.82e-04      3.59e-02    4.30e-02    2.4e-05
 134300      1.83e-01    1.61e-01      1.56e-03    9.98e-04      3.66e-02    3.23e-02    2.4e-05
 134400      1.81e-01    1.78e-01      1.79e-03    1.44e-03      3.63e-02    3.56e-02    2.4e-05
 134500      1.93e-01    1.76e-01      1.28e-03    1.16e-03      3.88e-02    3.54e-02    2.4e-05
 134600      1.71e-01    1.57e-01      6.03e-05    1.35e-04      3.44e-02    3.16e-02    2.4e-05
 134700      1.67e-01    1.80e-01      2.03e-03    1.80e-03      3.33e-02    3.60e-02    2.4e-05
 134800      2.00e-01    1.68e-01      6.75e-04    1.32e-03      4.03e-02    3.37e-02    2.4e-05
 134900      1.74e-01    1.47e-01      2.28e-03    1.17e-03      3.46e-02    2.95e-02    2.4e-05
 135000      1.65e-01    1.43e-01      2.82e-04    5.67e-04      3.57e-02    3.07e-02    2.1e-05
 135100      1.71e-01    1.60e-01      8.38e-04    7.89e-04      3.67e-02    3.44e-02    2.1e-05
 135200      1.87e-01    1.42e-01      7.14e-04    2.87e-04      4.02e-02    3.06e-02    2.1e-05
 135300      1.91e-01    1.51e-01      8.30e-04    4.58e-05      4.11e-02    3.26e-02    2.1e-05
 135400      1.84e-01    1.72e-01      1.40e-03    1.75e-04      3.96e-02    3.71e-02    2.1e-05
 135500      1.60e-01    1.59e-01      7.02e-04    4.15e-04      3.46e-02    3.43e-02    2.1e-05
 135600      1.72e-01    1.45e-01      2.07e-03    2.73e-03      3.68e-02    3.06e-02    2.1e-05
 135700      1.63e-01    1.74e-01      1.55e-04    6.32e-04      3.51e-02    3.75e-02    2.1e-05
 135800      1.70e-01    1.60e-01      5.84e-04    1.28e-03      3.67e-02    3.45e-02    2.1e-05
 135900      1.63e-01    1.76e-01      3.35e-04    6.97e-04      3.52e-02    3.80e-02    2.1e-05
 136000      1.82e-01    1.78e-01      4.45e-03    3.09e-03      3.80e-02    3.78e-02    2.1e-05
 136100      1.78e-01    1.64e-01      1.45e-03    1.73e-03      3.81e-02    3.51e-02    2.1e-05
 136200      1.71e-01    1.62e-01      3.75e-04    1.62e-04      3.68e-02    3.50e-02    2.1e-05
 136300      1.76e-01    1.60e-01      9.06e-04    1.44e-03      3.79e-02    3.44e-02    2.1e-05
 136400      1.84e-01    1.70e-01      3.23e-04    3.67e-04      3.97e-02    3.65e-02    2.1e-05
 136500      1.57e-01    1.83e-01      5.74e-04    9.94e-04      3.37e-02    3.93e-02    2.1e-05
 136600      1.52e-01    1.61e-01      1.02e-03    3.71e-04      3.26e-02    3.47e-02    2.1e-05
 136700      1.60e-01    1.57e-01      7.40e-04    6.34e-04      3.45e-02    3.37e-02    2.1e-05
 136800      1.72e-01    1.54e-01      8.15e-04    1.99e-03      3.70e-02    3.29e-02    2.1e-05
 136900      1.67e-01    1.66e-01      9.33e-04    1.32e-03      3.60e-02    3.57e-02    2.1e-05
 137000      1.65e-01    1.54e-01      9.03e-04    6.90e-04      3.54e-02    3.33e-02    2.1e-05
 137100      1.67e-01    1.95e-01      2.98e-03    1.71e-03      3.55e-02    4.19e-02    2.1e-05
 137200      1.82e-01    1.65e-01      9.25e-04    3.84e-04      3.93e-02    3.56e-02    2.1e-05
 137300      1.73e-01    1.69e-01      7.99e-04    7.10e-04      3.73e-02    3.64e-02    2.1e-05
 137400      1.63e-01    1.78e-01      4.51e-04    5.93e-04      3.52e-02    3.83e-02    2.1e-05
 137500      1.63e-01    1.50e-01      1.61e-03    1.85e-03      3.49e-02    3.20e-02    2.1e-05
 137600      1.61e-01    1.61e-01      6.21e-04    2.64e-04      3.47e-02    3.48e-02    2.1e-05
 137700      1.72e-01    1.45e-01      1.82e-03    1.68e-03      3.68e-02    3.10e-02    2.1e-05
 137800      1.76e-01    1.61e-01      6.75e-04    8.56e-05      3.80e-02    3.48e-02    2.1e-05
 137900      1.82e-01    1.31e-01      3.00e-03    1.81e-03      3.87e-02    2.79e-02    2.1e-05
